ticker,company,sector,industry_code,exchange,state,ipo_date,fiscal_year_end,employees,sales,cogs,sga,r_and_d,ebitda,ebit,interest_expense,net_income,dividends,capex,cfo,total_assets,total_liabilities,total_debt,cash,book_equity,shares_out,price,mktcap,ret_2025,vol,beta_2025
ACEL,Accel Entertainment Inc,Consumer Discretionary,253010,NYSE,IL,,2025-12-31,1.6,1330.96,916.548,219.336,,195.076,119.726,34.198,51.47,0.0,88.923,150.875,1103.393,829.63,616.647,296.566,269.683,82.287,11.41,938.895,0.0684,0.328,0.5887
BHRB,Burke Herbert Finl Srvs Corp,Financials,401010,NASDAQ,VA,,2025-12-31,0.832,491.103,150.604,116.403,,224.096,201.38,,117.306,33.018,11.705,107.933,7920.626,7065.977,556.365,289.127,844.236,15.029,62.31,936.457,0.0358,0.293,0.8363
BOW,Bowhead Specialty Holdgs Inc,Financials,403010,NYSE,NY,2024-05-23,2025-12-31,0.296,551.589,475.02,,,76.569,74.79,2.012,53.786,0.0,5.57,331.587,2371.376,1922.102,149.431,347.068,448.266,32.783,28.54,935.627,-0.1965,0.346,0.3974
FMBH,First Mid Bancshares Inc,Financials,401010,NASDAQ,IL,,2025-12-31,1.17,464.627,126.746,171.194,,166.687,161.487,,91.749,19.557,6.846,130.874,7966.658,7007.966,564.388,256.66,958.692,23.986,39.0,935.454,0.087,0.274,0.8004
MSEX,Middlesex Water Co,Utilities,551040,NASDAQ,NJ,,2025-12-31,0.395,194.694,113.205,,,81.489,54.376,14.295,42.822,24.924,96.354,62.596,1365.737,870.363,417.412,2.8,494.031,18.521,50.42,933.829,-0.0169,0.355,-0.1586
MFI,Mf International Ltd,Financials,402030,NASDAQ,,2024-04-22,2025-12-31,0.033,4.347,2.149,5.7,0.006,-3.502,-4.412,,10.117,0.0,0.02,-2.039,518.886,3.384,0.747,28.701,515.502,50.176,18.58,932.27,2.4587,1.925,2.0274
PLSE,Pulse Biosciences Inc,Health Care,351010,NASDAQ,FL,2016-05-18,2025-12-31,0.116,0.35,0.533,76.275,44.721,-76.458,-77.529,0.0,-72.781,0.0,0.315,-54.122,94.539,13.883,7.53,80.735,80.656,67.84,13.73,931.443,-0.2114,0.571,0.8957
INMD,Inmode Ltd,Health Care,351010,NASDAQ,,2019-08-08,2025-12-31,0.66,370.495,78.83,205.583,13.319,86.082,85.387,0.0,93.831,0.0,0.972,85.257,766.429,83.231,8.227,555.334,683.198,63.359,14.69,930.744,-0.1203,0.366,0.9614
MVST,Microvast Holdings Inc,Industrials,201060,NASDAQ,TX,,2025-12-31,1.908,427.516,272.275,114.127,34.109,41.114,7.983,5.832,-29.218,0.0,19.834,75.908,1005.448,594.935,384.486,169.238,410.513,331.786,2.8,929.001,0.3527,1.056,1.1297
SCSC,Scansource Inc,Information Technology,452030,NASDAQ,SC,1994-03-18,2025-06-30,2.1,3040.81,2631.2,284.252,0.0,125.358,95.163,8.013,71.548,0.0,8.286,112.349,1785.606,879.197,147.106,129.557,906.409,22.217,41.81,928.893,-0.1768,0.365,0.9675
MRTN,Marten Transport Ltd,Industrials,203040,NASDAQ,WI,1986-09-25,2025-12-31,3.502,883.652,767.414,,,116.238,10.846,0.0,17.444,19.562,144.553,93.488,949.767,182.142,0.453,48.278,767.625,81.542,11.38,927.948,-0.2568,0.302,0.6309
UFCS,United Fire Group Inc,Financials,403010,NASDAQ,IA,,2025-12-31,0.846,1386.412,1216.678,,,169.734,159.203,11.267,118.191,16.306,6.446,269.743,3840.789,2899.619,159.355,218.007,941.17,25.522,36.35,927.725,0.3049,0.316,0.5524
ABUS,Arbutus Biopharma Corp,Health Care,352010,NASDAQ,PA,,2025-12-31,0.019,14.083,40.771,,25.241,-26.688,-27.051,0.097,-33.501,0.0,0.0,-39.637,94.618,18.042,4.188,91.471,76.576,192.531,4.81,926.074,0.4709,0.45,0.8543
GDRX,Goodrx Hldgs Inc,Health Care,351030,NASDAQ,CA,2020-09-23,2025-12-31,0.697,796.853,57.517,551.556,121.026,187.78,102.562,42.605,30.439,0.0,3.521,167.904,1404.058,787.796,542.806,261.82,616.262,341.052,2.71,924.251,-0.4172,0.701,1.2361
HLX,Helix Energy Solutions Group,Energy,101010,NYSE,TX,1997-07-01,2025-12-31,2.212,1291.474,1015.862,75.939,,199.673,65.135,32.973,30.827,0.0,16.342,136.749,2615.904,1035.992,629.75,445.196,1579.912,147.186,6.27,922.856,-0.3273,0.51,1.3091
FWRG,First Watch Restaura Gro Inc,Consumer Discretionary,253010,NASDAQ,FL,2021-10-01,2025-12-31,17.5,1222.501,975.115,141.883,0.0,105.503,30.492,18.664,19.432,0.0,156.906,125.912,1742.029,1115.75,1008.668,21.246,626.279,61.132,15.08,921.871,-0.1897,0.539,1.1503
UVSP,Univest Financial Corp,Financials,401010,NASDAQ,PA,1989-11-03,2025-12-31,0.96,518.347,201.958,142.465,,173.924,168.419,,90.757,25.023,4.585,101.512,8436.897,7493.579,351.809,553.712,943.318,28.157,32.74,921.86,0.1423,0.288,0.7969
CRMD,Cormedix Inc,Health Care,352020,NASDAQ,NJ,2010-03-25,2025-12-31,0.191,311.709,21.412,108.866,19.333,181.431,166.882,2.782,163.055,0.0,2.26,175.046,826.142,420.835,148.914,149.187,405.307,79.261,11.63,921.805,0.4358,0.823,0.619
QNST,Quinstreet Inc,Communication Services,502030,NASDAQ,CA,2010-02-11,2025-06-30,0.938,1093.711,958.334,87.584,33.872,47.793,23.287,0.4,4.707,0.0,11.442,84.98,431.107,187.063,10.196,101.078,244.044,57.16,16.1,920.276,-0.3771,0.441,1.1115
NGVC,Natural Grocers Vitamin Ctge,Consumer Staples,301010,NYSE,CO,2012-07-25,2025-09-30,4.25,1330.836,932.145,304.887,0.0,93.804,61.99,3.315,46.444,11.009,31.201,55.304,670.504,458.109,332.019,17.116,212.395,22.955,40.0,918.2,-0.3605,0.558,0.3917
ELVN,Enliven Therapeutics Inc,Health Care,352020,NASDAQ,CO,2020-03-12,2025-12-31,0.06,0.0,0.0,119.395,85.856,-119.395,-119.658,0.0,-103.694,0.0,0.158,-70.301,476.168,16.568,0.399,462.621,459.6,59.44,15.4,915.376,-0.3156,0.677,1.1994
KURA,Kura Oncology Inc,Health Care,352010,NASDAQ,CA,,2025-12-31,0.26,67.482,370.081,,251.074,-302.599,-303.631,1.512,-278.666,0.0,6.638,-64.058,738.363,564.228,20.457,667.24,174.135,87.855,10.39,912.813,0.1929,0.614,1.001
BBSI,Barrett Business Svcs Inc,Industrials,202020,NASDAQ,WA,1993-06-11,2025-12-31,141.802,1240.298,979.385,190.494,,70.419,62.163,0.171,54.448,8.182,18.777,65.955,779.067,538.067,24.453,254.397,241.0,25.179,36.21,911.732,-0.1598,0.27,0.6201
ALNT,Allient Inc,Industrials,201040,NASDAQ,NY,,2025-12-31,2.478,554.478,359.833,121.213,38.836,73.432,48.025,13.175,22.034,2.001,6.989,56.675,577.595,276.14,202.629,40.705,301.455,16.936,53.75,910.31,1.2216,0.505,1.183
UTZ,Utz Brands Inc,Consumer Staples,302020,NYSE,PA,2018-10-05,2025-12-31,3.3,1438.8,1044.6,302.8,,91.4,10.3,46.6,0.8,21.8,102.8,112.2,2793.6,1448.7,1028.1,120.4,713.7,87.51,10.38,908.354,-0.3231,0.358,0.2505
JBI,Janus Internationl Group Inc,Industrials,201020,NYSE,GA,,2025-12-31,1.817,884.2,532.0,190.4,,161.8,115.7,42.4,53.8,0.0,25.5,139.5,1305.0,732.5,622.9,194.4,572.5,138.857,6.54,908.125,-0.1102,0.512,0.8757
ESPR,Esperion Therapeutics Inc,Health Care,352020,NASDAQ,MI,2013-06-26,2025-12-31,0.294,403.135,129.119,213.638,47.852,60.378,60.273,84.604,-22.682,0.0,0.0,-13.093,465.886,767.851,548.0,167.852,-301.965,245.216,3.7,907.299,0.6818,0.812,1.1306
NBBK,Nb Bancorp Inc,Financials,401010,NASDAQ,MA,2023-12-28,2025-12-31,0.526,351.948,142.943,83.569,,125.436,121.838,,50.302,5.575,3.417,60.792,7006.13,6147.198,217.972,407.596,858.932,45.77,19.82,907.161,0.1062,0.272,0.6312
GROY,Gold Royalty Corp,Materials,151040,NYSE American,BC,2021-03-09,2025-12-31,0.016,15.61,1.02,9.751,,4.839,2.103,8.266,-4.13,0.0,72.96,6.17,822.756,123.561,0.101,13.955,699.195,224.53,4.04,907.101,2.3389,0.557,0.4105
LAR,Lithium Argentina Ag,Materials,151040,NYSE,,,2025-12-31,,0.0,0.0,36.966,,-36.966,-37.456,31.94,-75.449,0.0,0.229,-29.956,1099.78,282.847,234.161,61.134,767.88,162.407,5.58,906.231,1.1298,0.783,1.2815
LMB,Limbach Holdings Inc,Industrials,201030,NASDAQ,FL,2014-07-16,2025-12-31,1.5,646.804,467.714,109.518,,69.572,51.439,3.324,39.064,0.0,3.807,45.7,381.13,185.469,55.871,11.41,195.661,11.627,77.85,905.162,-0.0899,0.602,1.1391
AXTI,Axt Inc,Information Technology,453010,NASDAQ,CA,1998-05-21,2025-12-31,1.541,88.326,67.976,33.218,9.049,-12.868,-21.976,1.257,-21.26,0.0,5.995,-12.783,433.751,99.12,70.056,128.366,269.758,55.337,16.35,904.76,6.5346,1.04,1.7324
SBSI,Southside Bancshares Inc,Financials,401010,NYSE,TX,,2025-12-31,0.781,419.03,185.043,104.774,,129.213,118.603,,69.22,43.371,20.338,93.817,8514.59,7666.975,734.085,389.786,847.615,29.723,30.39,903.282,0.005,0.246,0.6319
LVWR,Livewire Group Inc,Consumer Discretionary,251020,NYSE,WI,2020-10-01,2025-12-31,0.151,25.672,20.969,71.051,23.894,-66.348,-75.484,0.255,-75.114,0.0,3.811,-53.548,146.411,100.383,75.725,82.777,46.028,204.309,4.42,903.046,-0.0811,2.089,2.6267
HRTG,Heritage Insurance Holdings,Financials,403010,NYSE,FL,2014-05-23,2025-12-31,0.542,847.33,487.207,80.273,,279.85,267.151,7.887,195.594,0.0,8.074,182.238,2195.822,1690.571,99.815,671.988,505.251,30.834,29.26,902.203,1.4182,0.604,0.3232
EE,Excelerate Energy Inc,Energy,101020,NYSE,TX,2022-04-13,2025-12-31,1.046,1228.263,816.019,,,412.244,300.922,94.138,39.199,8.881,162.985,461.21,4131.461,1902.383,1430.899,541.473,682.393,32.025,28.05,898.301,-0.0629,0.373,0.6126
PD,Pagerduty Inc,Information Technology,451030,NYSE,CA,2019-04-11,2026-01-31,1.155,492.546,63.248,400.377,126.937,28.921,15.799,8.857,173.854,0.0,12.174,114.857,990.515,719.85,413.327,469.838,253.593,84.616,10.6,896.93,-0.282,0.506,1.3037
OLPX,Olaplex Holdings Inc,Consumer Staples,303020,NASDAQ,NY,2021-09-30,2025-12-31,0.278,422.96,119.329,224.315,,79.316,25.404,41.342,-9.252,0.0,0.331,58.66,1497.487,618.097,352.29,318.731,879.39,669.077,1.34,896.563,-0.2254,0.656,1.4112
ONT,Onterris Inc,Industrials,202010,NYSE,AR,2020-07-23,2025-12-31,3.5,830.538,496.192,268.981,,65.365,14.45,21.467,-0.843,0.0,16.317,107.476,981.296,530.121,359.027,11.223,451.175,35.93,24.83,892.142,0.3385,0.681,1.3367
EEX,Emerald Holding Inc,Communication Services,502010,NYSE,NY,2017-04-28,2025-12-31,0.821,463.4,168.7,179.0,,115.7,84.7,48.8,-30.7,11.9,1.2,42.6,1212.8,874.0,512.3,100.9,338.8,197.697,4.47,883.706,-0.0597,0.608,1.0929
SKYT,Skywater Tech Inc,Information Technology,453010,NASDAQ,MN,2021-04-21,2025-12-31,1.551,442.139,319.105,79.293,14.621,43.741,9.038,13.713,118.91,0.0,24.335,-28.966,733.907,538.095,250.343,23.224,187.819,48.608,18.16,882.721,0.3159,1.039,2.4133
YEXT,Yext Inc,Information Technology,451030,NYSE,NY,2017-04-13,2026-01-31,1.12,446.579,90.561,297.431,89.874,58.587,31.601,7.575,37.871,0.0,2.557,55.847,621.776,462.355,178.464,155.623,159.421,122.933,7.16,880.2,0.2673,0.431,0.6106
EIG,Employers Holdings Inc,Financials,403010,NYSE,NV,2007-01-31,2025-12-31,0.623,858.7,841.5,,,17.2,13.6,0.5,10.8,29.9,2.2,44.7,3436.6,2480.9,38.9,197.4,955.7,20.342,43.17,878.164,-0.1332,0.245,0.3329
GLDD,Great Lakes Dredge & Dock Cp,Industrials,201030,NASDAQ,TX,2006-12-27,2025-12-31,1.114,888.277,641.37,77.97,,168.937,125.515,17.312,73.469,0.0,147.218,246.678,1285.749,768.607,458.106,13.361,517.142,66.775,13.12,876.088,0.1621,0.431,1.0649
GHM,Graham Corp,Industrials,201060,NYSE,NY,,2026-03-31,0.732,245.293,181.683,35.946,6.354,27.664,20.012,,12.5,0.0,16.054,15.933,323.616,183.301,20.193,6.58,140.315,11.073,78.92,873.881,0.4443,0.539,1.5277
ESQ,Esquire Fincl Hold Inc,Financials,401010,NASDAQ,NY,2017-06-27,2025-12-31,0.151,164.497,27.611,47.221,,89.665,86.729,,50.822,5.967,3.161,59.84,2365.661,2076.063,2.641,235.887,289.598,8.552,102.07,872.903,0.2937,0.292,0.649
UTL,Unitil Corp,Utilities,551030,NYSE,NH,,2025-12-31,0.595,536.0,343.0,,,193.0,104.3,43.8,50.2,30.1,185.1,131.3,2134.2,1524.6,933.8,15.6,609.4,17.919,48.44,867.996,-0.0745,0.222,0.1147
GSM,Ferroglobe Plc,Materials,151040,NASDAQ,,,2025-12-31,2.92,1417.956,1204.18,245.899,,-32.123,-117.074,20.775,-170.7,10.451,61.703,51.464,1415.48,723.223,269.152,134.091,595.617,186.86,4.64,867.03,0.2375,0.519,0.895
HBNC,Horizon Bancorp Inc,Financials,401010,NASDAQ,IN,,2025-12-31,0.491,99.327,135.189,103.604,,-139.466,-151.865,,-150.482,30.636,4.956,79.231,6436.611,5748.36,404.489,139.459,688.251,50.978,16.96,864.587,0.0977,0.305,0.878
RZLV,Rezolve Ai Plc,Information Technology,451030,NASDAQ,,2021-08-13,2025-12-31,0.573,46.8,15.922,103.41,11.198,-72.532,-79.497,3.507,-101.41,0.0,0.09,-63.147,611.734,364.918,157.278,111.113,246.816,336.328,2.57,864.363,-0.3272,1.307,2.1198
NKTR,Nektar Therapeutics,Health Care,352020,NASDAQ,CA,1994-05-03,2025-12-31,0.063,55.232,184.977,,117.33,-129.745,-130.771,26.184,-164.076,0.0,0.171,-208.511,280.406,190.574,148.908,245.752,89.832,20.379,42.28,861.624,2.0308,1.86,2.0992
SIBN,Si-Bone Inc,Health Care,351010,NASDAQ,CA,2018-10-17,2025-12-31,0.376,200.925,35.276,182.209,17.448,-16.56,-22.33,2.628,-18.904,0.0,8.414,-0.675,238.555,61.023,36.688,147.823,177.532,43.647,19.72,860.719,0.4066,0.513,0.8565
SLDP,Solid Power Inc,Consumer Discretionary,251010,NASDAQ,CO,2021-03-24,2025-12-31,0.23,21.747,1.751,101.182,72.513,-81.186,-100.084,0.025,-93.41,0.0,10.209,-73.393,455.092,38.918,7.99,250.784,415.704,201.181,4.25,855.019,1.2487,1.182,1.5928
AVBP,Arrivent Biopharma Inc,Health Care,352010,NASDAQ,PA,2024-01-26,2025-12-31,0.077,0.0,0.0,137.534,153.351,-137.534,-137.534,0.0,-166.308,0.0,0.0,-160.588,333.169,25.945,0.014,312.821,307.224,42.452,20.12,854.134,-0.2447,0.527,0.8444
VINP,Vinci Compass Invest Ltd,Financials,402030,NASDAQ,,2021-01-28,2025-12-31,0.594,177.452,121.342,,,56.11,45.746,13.937,39.502,38.362,7.249,49.739,732.207,359.385,138.213,50.852,359.256,65.422,13.04,853.103,0.373,0.254,0.7756
ITRN,Ituran Location & Control,Information Technology,452010,NASDAQ,,2005-09-28,2025-12-31,2.917,359.023,161.276,101.64,20.806,96.107,76.937,,57.967,29.827,21.776,88.578,386.214,161.728,8.878,107.554,217.564,19.809,43.01,851.985,0.4564,0.368,0.8803
UDMY,Udemy Inc,Consumer Discretionary,253020,NASDAQ,CA,2021-10-29,2025-12-31,1.38,789.844,247.56,515.774,101.513,26.51,1.151,0.734,3.807,0.0,5.803,87.659,617.698,407.237,10.227,358.945,210.461,145.051,5.85,848.548,-0.2892,0.594,1.4249
EQBK,Equity Bancshares Inc,Financials,401010,NYSE,KS,2015-11-11,2025-12-31,0.909,314.807,113.707,100.587,,100.513,89.568,,22.726,12.114,13.253,51.365,6373.172,5641.118,441.536,608.392,732.054,18.954,44.65,846.296,0.0694,0.276,0.7064
APOG,Apogee Enterprises Inc,Industrials,201020,NASDAQ,MN,,2026-02-28,4.1,1404.733,1030.818,206.83,11.2,167.085,117.087,16.451,54.131,22.216,27.308,122.465,1122.345,610.551,286.383,45.662,511.794,21.22,39.82,844.98,-0.4775,0.41,0.8259
GERN,Geron Corp,Health Care,352010,NASDAQ,CA,1996-06-30,2025-12-31,0.258,183.881,234.96,,71.433,-51.079,-51.553,32.657,-83.5,0.0,0.049,-111.037,570.54,344.668,251.574,359.799,225.872,639.856,1.32,844.61,-0.6271,0.708,1.1325
LQDT,Liquidity Services Inc,Industrials,202010,NASDAQ,MD,2006-02-23,2025-09-30,0.818,476.669,336.396,93.738,,46.535,36.126,,28.093,0.0,7.8,66.758,375.101,171.859,13.794,185.819,203.242,30.677,27.43,841.47,-0.0613,0.412,0.7465
VIR,Vir Biotechnology Inc,Health Care,352010,NASDAQ,CA,2019-10-11,2025-12-31,0.367,68.556,524.896,,455.966,-456.34,-468.02,,-437.987,0.0,4.832,-391.781,1002.823,237.547,97.852,468.937,765.276,139.475,6.03,841.034,-0.1785,0.879,1.5098
RJET,Republic Airways Hldings Inc,Industrials,203020,NASDAQ,IN,2018-08-10,2025-12-31,8.4,1676.5,1334.8,,,341.7,215.4,60.6,76.2,0.0,396.9,322.0,3276.6,1948.1,1225.3,319.9,1328.5,45.713,18.37,839.748,0.0557,0.76,0.9748
POET,Poet Technologies Inc,Information Technology,453010,NASDAQ,ON,,2025-12-31,0.08,1.075,39.85,,18.084,-38.775,-42.091,0.144,-62.963,0.0,2.255,-31.087,328.572,144.783,7.066,313.398,183.789,132.022,6.33,835.699,0.0639,0.968,2.0171
RR,Richtech Robotics Inc,Industrials,201060,NASDAQ,NV,2023-11-17,2025-09-30,0.075,5.045,0.893,19.01,3.302,-14.858,-17.2,0.083,-49.074,0.0,5.144,-8.911,273.673,22.209,0.73,251.937,250.873,194.591,4.29,834.795,0.1963,1.505,2.6141
HNRG,Hallador Energy Co,Utilities,551050,NASDAQ,IN,,2025-12-31,0.633,459.392,341.471,26.442,,91.479,48.493,16.896,41.871,0.0,69.215,81.134,408.053,248.22,39.073,15.372,159.833,43.817,19.04,834.276,0.6629,0.717,1.4365
ABX,Abacus Global Management Inc,Financials,403010,NYSE,FL,2020-07-23,2025-12-31,0.326,235.238,29.768,102.38,,103.09,85.395,38.794,36.525,19.551,0.931,-25.68,902.24,478.699,411.177,38.112,418.541,97.474,8.55,833.403,0.1259,0.592,0.7784
JANX,Janux Therapeutics Inc,Health Care,352010,NASDAQ,CA,2021-06-11,2025-12-31,0.109,10.0,165.638,,125.896,-155.638,-157.667,0.0,-113.625,0.0,1.043,-82.235,1001.565,44.743,22.139,966.567,956.822,60.384,13.8,833.299,-0.7422,0.826,1.1404
AIV,Apartment Invst & Mgmt Co,Real Estate,601060,NYSE,CO,1994-07-22,2025-12-31,0.05,147.132,274.089,34.026,0.0,,-160.983,72.329,546.682,319.446,0.0,8.093,1675.733,1122.848,870.668,406.561,361.853,140.159,5.94,832.544,-0.0221,0.256,0.5255
BJRI,Bj'S Restaurants Inc,Consumer Discretionary,253010,NASDAQ,CA,1996-10-08,2025-12-31,22.23,1399.126,1182.218,90.276,0.0,126.632,49.389,4.845,48.808,0.0,69.612,110.514,1015.455,649.262,490.758,23.781,366.193,21.114,39.4,831.892,0.1214,0.448,0.9763
BW,Babcock & Wilcox Enterprises,Industrials,201040,NYSE,OH,,2025-12-31,1.65,587.676,434.148,120.124,1.457,33.404,23.727,38.139,-36.159,0.0,16.769,-68.89,662.938,794.479,368.661,180.947,-131.618,130.447,6.34,827.034,2.8658,1.548,2.7867
MBWM,Mercantile Bank Corp,Financials,401010,NASDAQ,MI,1997-08-07,2025-12-31,0.786,371.802,132.35,95.066,,144.386,138.589,,88.753,23.951,6.764,17.973,6835.219,6110.335,733.076,473.324,724.884,17.181,48.1,826.406,0.1166,0.288,0.778
ODC,Oil Dri Corp America,Consumer Staples,303010,NYSE,IL,,2025-07-31,0.928,485.572,320.257,74.863,2.4,90.452,68.22,2.434,53.996,8.743,32.562,80.183,391.677,132.617,55.184,50.458,259.06,14.643,56.4,825.865,0.1318,0.357,0.4546
EMBC,Embecta Corp,Health Care,351010,NASDAQ,NJ,2022-03-21,2025-09-30,1.85,1079.7,354.4,351.7,37.3,373.6,334.4,116.1,95.4,35.0,9.3,191.7,1090.9,1741.5,1447.4,228.6,-650.6,58.496,14.11,825.379,-0.3963,0.542,0.962
KODK,Eastman Kodak Co,Information Technology,452020,NYSE,NY,,2025-12-31,3.5,1069.0,808.0,208.0,33.0,53.0,24.0,62.0,-128.0,0.0,34.0,480.0,1617.0,904.0,250.0,445.0,614.0,97.4,8.46,824.004,0.2877,0.72,1.7087
CFFN,Capitol Federal Finl Inc,Financials,401010,NASDAQ,KS,1999-04-01,2025-09-30,0.678,420.244,219.953,73.78,,126.511,118.792,,68.025,44.208,5.202,55.041,9778.701,8731.024,1959.037,252.443,1047.677,129.56,6.35,822.706,0.2198,0.27,0.7511
KALV,Kalvista Pharmaceuticals,Health Care,352010,NASDAQ,MA,,2025-12-31,0.275,49.078,2.112,213.064,49.262,-166.098,-167.067,15.838,-161.75,0.0,,,335.375,338.086,284.207,300.214,-2.711,50.901,16.15,822.051,0.9067,0.623,0.7227
CBLL,Ceribell Inc,Health Care,351010,NASDAQ,CA,2024-10-11,2025-12-31,0.327,89.063,9.448,136.676,19.143,-57.061,-58.402,1.89,-53.412,0.0,1.522,-40.808,195.803,40.467,22.276,159.261,155.336,37.485,21.93,822.046,-0.1526,0.795,1.6338
CPF,Central Pacific Financial Cp,Financials,401010,NYSE,HI,,2025-12-31,0.763,365.979,88.991,115.153,,161.835,153.889,,77.48,29.356,5.162,97.465,7409.241,6816.66,102.096,378.653,592.581,26.375,31.16,821.845,0.1134,0.286,0.7448
NXDR,Nextdoor Holdings Inc,Communication Services,502030,NYSE,CA,2021-03-24,2025-12-31,0.463,257.646,40.987,281.037,135.205,-64.378,-66.313,0.0,-54.204,0.0,0.58,6.471,486.803,55.52,32.251,404.77,431.283,390.127,2.1,819.267,-0.1139,0.662,0.9702
FBRT,Franklin Bsp Realty Trust In,Financials,402040,NYSE,NY,,2025-12-31,0.223,476.012,159.102,,,316.91,310.31,288.327,82.271,145.298,0.0,291.94,6057.25,4436.025,4242.882,185.181,1182.788,81.554,10.03,817.987,-0.0918,0.212,0.5327
AEVA,Aeva Technologies Inc,Information Technology,452030,NASDAQ,CA,,2025-12-31,0.239,18.079,13.358,126.937,85.424,-122.216,-127.597,0.0,-145.428,0.0,4.609,-115.077,179.701,166.486,102.394,121.899,13.215,61.58,13.28,817.782,1.7958,1.167,2.353
FLGT,Fulgent Genetics Inc,Health Care,351020,NASDAQ,CA,2016-09-29,2025-12-31,1.344,322.671,175.704,197.516,53.905,-50.549,-74.672,0.075,-60.513,0.0,22.574,-101.638,1213.525,106.81,8.037,336.077,1111.989,31.081,26.27,816.498,0.4223,0.464,0.5923
SMP,Standard Motor Prods,Consumer Discretionary,251010,NYSE,NY,,2025-12-31,5.7,1791.158,1179.612,416.299,,195.247,151.399,31.339,41.335,27.272,38.724,57.44,1995.241,1296.979,736.797,72.031,683.699,22.146,36.85,816.08,0.2341,0.336,0.7432
PSNL,Personalis Inc,Health Care,352030,NASDAQ,CA,2019-06-20,2025-12-31,0.26,69.648,43.825,103.834,50.264,-78.011,-88.057,0.205,-81.27,0.0,4.504,-74.946,334.164,72.979,44.014,239.953,261.185,102.476,7.96,815.709,0.3772,0.925,2.0015
PHR,Phreesia Inc,Health Care,351030,NYSE,DE,2019-07-18,2026-01-31,1.789,480.591,154.123,292.404,121.481,34.064,2.611,6.953,2.306,0.0,11.101,78.814,663.79,326.583,102.449,73.83,337.207,60.665,13.43,814.731,-0.3275,0.487,1.0475
AVO,Mission Produce Inc,Consumer Staples,302020,NASDAQ,CA,2020-10-01,2025-10-31,3.8,1391.2,1195.9,92.1,,103.2,69.5,9.4,37.7,0.0,51.4,88.6,983.0,363.1,200.9,66.5,587.3,70.57,11.52,812.966,-0.1928,0.342,0.3505
HBT,Hbt Financial Inc,Financials,401010,NASDAQ,IL,2019-10-11,2025-12-31,0.826,293.974,60.05,92.873,,141.051,135.125,,77.008,26.609,10.247,85.07,5071.39,4455.892,65.21,122.269,615.498,31.432,25.85,812.517,0.2222,0.286,0.6661
TDUP,Thredup Inc,Consumer Discretionary,255040,NASDAQ,CA,2021-03-26,2025-12-31,2.132,310.813,51.136,267.429,32.1,-7.752,-20.676,1.919,-20.214,0.0,10.472,10.652,167.245,108.052,52.132,48.352,59.193,127.027,6.39,811.703,3.5971,0.944,0.8724
RYZ,Ryerson Holding Corp,Materials,151040,NYSE,IL,,2025-12-31,4.3,4571.3,3719.0,775.2,,77.1,-2.6,38.9,-56.4,24.1,51.5,87.0,2404.7,1641.1,832.3,27.8,753.1,32.209,25.16,810.378,0.4039,0.468,0.9898
VEL,Velocity Financial Inc,Financials,402010,NYSE,CA,2020-01-17,2025-12-31,0.371,714.448,202.644,,,511.804,511.288,365.048,105.054,0.0,0.281,18.161,7381.513,6705.825,6540.615,249.237,672.535,38.965,20.76,808.913,0.0614,0.246,0.3391
HAFC,Hanmi Financial Corp,Financials,401010,NASDAQ,CA,,2025-12-31,0.61,444.903,189.177,105.315,,150.411,144.754,,76.089,32.623,2.307,206.008,7869.185,7072.799,316.495,212.841,796.386,29.895,27.03,808.062,0.1966,0.315,0.7438
ORIC,Oric Pharmaceuticals,Health Care,352010,NASDAQ,CA,2020-04-24,2025-12-31,0.104,0.0,0.0,141.784,109.818,-141.784,-143.004,0.0,-129.468,0.0,0.712,-110.97,408.89,24.528,7.441,281.488,384.362,98.529,8.18,805.967,0.0136,0.851,1.3469
RDVT,Red Violet Inc,Information Technology,451030,NASDAQ,FL,,2025-12-31,0.25,90.252,14.675,51.409,,24.168,13.496,0.0,13.154,0.0,0.563,29.349,112.012,11.086,2.792,43.557,100.926,14.151,56.95,805.899,0.5862,0.419,0.9295
CTLP,Cantaloupe Inc,Financials,402010,NASDAQ,PA,,2025-06-30,0.358,302.548,176.801,84.074,2.9,41.673,23.873,2.769,64.533,0.0,17.003,20.34,381.858,128.107,48.597,51.146,251.031,73.289,10.99,805.446,0.1167,0.372,0.8034
HFWA,Heritage Financial Corp,Financials,401010,NASDAQ,WA,,2025-12-31,0.755,335.968,91.799,122.904,,121.265,121.265,,67.532,33.01,9.156,94.819,6967.35,6045.846,64.733,233.089,921.504,33.964,23.65,803.249,0.0056,0.289,0.7526
BALY,Ballys Corp,Consumer Discretionary,253010,NYSE,RI,2019-03-29,2025-12-31,11.7,2656.687,1199.856,1112.6,0.0,344.231,28.77,406.401,-701.098,0.0,184.293,-91.2,11230.376,8685.546,6434.494,906.686,994.658,48.525,16.52,801.633,-0.1056,0.975,1.132
SG,Sweetgreen Inc,Consumer Discretionary,253010,NYSE,CA,2021-11-18,2025-12-31,6.486,679.474,575.851,165.568,1.0,-61.945,-133.574,0.019,-134.065,0.0,106.492,-12.696,788.104,431.979,354.494,89.177,356.125,118.449,6.76,800.715,-0.7891,0.723,1.4017
