ticker,company,sector,industry_code,exchange,state,ipo_date,fiscal_year_end,employees,sales,cogs,sga,r_and_d,ebitda,ebit,interest_expense,net_income,dividends,capex,cfo,total_assets,total_liabilities,total_debt,cash,book_equity,shares_out,price,mktcap,ret_2025,vol,beta_2025
TIPT,Tiptree Inc,Financials,403010,NASDAQ,CT,2007-06-22,2025-12-31,0.027,0.488,45.764,,,-45.276,-46.724,,34.927,9.071,0.0,168.218,6840.065,6087.666,80.74,52.485,508.551,37.824,18.27,691.044,-0.1142,0.408,0.6328
ORRF,Orrstown Financial Svcs Inc,Financials,401010,NASDAQ,PA,,2025-12-31,0.652,356.047,103.968,102.149,,149.93,134.659,,80.855,20.643,4.235,74.734,5542.255,4950.72,351.087,149.774,591.535,19.507,35.42,690.938,-0.0004,0.268,0.7123
DNUT,Krispy Kreme Inc,Consumer Discretionary,253010,NASDAQ,NC,2000-04-05,2025-12-31,17.0,1522.616,1166.591,228.676,0.0,127.349,-9.725,65.795,-515.767,5.982,97.929,33.924,2592.959,1915.998,1424.937,42.891,650.123,171.555,4.02,689.651,-0.5904,0.792,1.1075
RWT,Redwood Trust Inc,Financials,402040,NYSE,CA,1995-08-04,2025-12-31,0.351,1182.926,200.347,,0.0,982.579,974.579,1100.229,-70.026,98.972,0.0,-10094.521,23701.114,22718.498,22302.079,584.569,915.668,124.46,5.53,688.264,-0.0419,0.317,0.9191
GCMG,Gcm Grosvenor Inc,Financials,402030,NASDAQ,IL,,2025-12-31,0.553,557.565,419.689,,,137.876,133.454,22.789,45.371,26.593,8.497,183.539,813.762,686.33,480.229,242.116,26.978,60.722,11.32,687.373,-0.0434,0.207,0.515
AIP,Arteris Inc,Information Technology,451030,NASDAQ,CA,2021-10-27,2025-12-31,0.299,70.579,4.16,94.732,49.908,-28.313,-31.689,0.193,-34.746,0.0,1.388,6.733,115.031,129.663,5.967,54.696,-14.632,44.269,15.5,686.17,0.5211,0.901,2.0694
TRNS,Transcat Inc,Industrials,201070,NASDAQ,NY,,2026-03-31,1.413,331.877,212.993,76.999,0.0,41.885,15.713,4.602,5.376,0.0,15.298,34.85,480.487,179.868,133.262,4.942,300.619,9.334,73.45,685.582,-0.4635,0.487,0.5611
NTGR,Netgear Inc,Information Technology,452010,NASDAQ,CA,2003-07-31,2025-12-31,0.784,699.621,425.434,291.136,85.721,-16.949,-24.945,0.0,-17.923,0.0,20.515,1.606,836.271,338.448,50.949,323.036,497.823,27.943,24.53,685.442,-0.1198,0.504,1.4856
APEI,American Public Education,Consumer Discretionary,253020,NASDAQ,WV,2007-11-09,2025-12-31,5.841,648.862,297.02,279.022,,72.82,56.672,4.23,31.557,0.0,15.864,61.965,521.418,226.636,162.96,176.499,294.782,18.126,37.8,685.163,0.7525,0.458,0.7449
GPRE,Green Plains Inc,Energy,101020,NASDAQ,NE,,2025-12-31,0.642,2091.68,1951.671,104.124,,35.885,-62.549,81.068,-121.278,0.0,37.199,110.864,1578.396,806.425,464.705,230.132,766.247,69.828,9.8,684.314,0.0338,0.794,1.5638
HSTM,Healthstream Inc,Health Care,351030,NASDAQ,TN,2000-04-05,2025-12-31,1.16,304.064,107.209,132.726,50.984,64.129,20.651,0.101,18.342,3.727,3.685,63.319,520.374,166.351,17.577,57.004,354.023,29.579,23.07,682.388,-0.2713,0.298,0.5153
GSBC,Great Southern Bancorp,Financials,401010,NASDAQ,MO,,2025-12-31,1.075,342.784,113.544,115.26,,113.98,105.469,,70.973,18.793,11.465,81.521,5598.606,4962.48,409.405,189.554,636.126,11.062,61.56,680.977,0.0603,0.286,0.6988
PRAA,Pra Group Inc,Financials,402020,NASDAQ,VA,2002-11-08,2025-12-31,2.615,1201.837,809.06,,,392.777,383.742,263.292,-305.142,0.0,4.821,-85.541,5103.322,4063.357,3729.498,173.577,979.851,38.453,17.69,680.234,-0.1532,0.538,1.4966
SSTK,Shutterstock Inc,Communication Services,502030,NYSE,NY,2012-10-11,2025-12-31,1.565,989.925,323.262,465.804,89.033,200.859,109.965,16.826,45.496,46.53,42.856,166.686,1355.936,774.898,300.331,178.244,581.038,35.528,19.1,678.585,-0.3266,0.561,1.3018
TEN,Tsakos Energy Navigation Ltd,Energy,101020,NYSE,,,2025-12-31,,795.2,350.409,42.079,,402.712,232.658,109.638,160.904,33.141,521.743,297.622,3953.081,2090.076,1928.994,333.764,1807.983,30.128,22.42,675.47,0.3617,0.429,0.6913
TRTX,Tpg Re Finance Trt Inc,Financials,402040,NYSE,NY,2017-07-20,2025-12-31,0.0,332.575,72.476,19.912,,240.187,240.187,186.46,60.319,77.868,0.0,90.361,4406.23,3338.207,3289.008,88.267,1068.015,78.319,8.61,674.327,0.136,0.236,0.6182
BKSY,Blacksky Technology Inc,Industrials,202020,NYSE,VA,,2025-12-31,0.321,106.575,35.303,86.274,0.433,-15.002,-45.345,14.946,-70.26,0.0,46.56,-28.311,386.246,291.371,209.465,125.554,94.875,35.93,18.75,673.688,0.7377,1.046,2.4108
SPT,Sprout Social Inc,Information Technology,451030,NASDAQ,IL,2019-12-13,2025-12-31,1.362,457.547,94.657,389.396,101.279,-26.506,-37.319,2.501,-43.327,0.0,4.106,43.427,523.062,319.64,54.719,97.203,203.422,59.557,11.27,671.207,-0.633,0.462,1.1334
IBCP,Independent Bank Corp/Mi,Financials,401010,NASDAQ,MI,,2025-12-31,0.826,315.381,95.857,97.228,,122.296,116.796,,68.541,21.6,6.494,76.662,5505.72,5002.769,124.395,138.387,502.951,20.549,32.53,668.459,-0.0351,0.262,0.6901
CSV,Carriage Services Inc,Consumer Discretionary,253020,NYSE,TX,1996-08-08,2025-12-31,2.321,417.44,245.052,48.648,,123.74,98.028,28.365,51.507,7.025,20.628,60.693,1345.905,1091.129,552.508,1.688,254.776,15.751,42.3,666.267,0.0728,0.234,0.448
AXG,Solowin Holdings,Financials,402030,NASDAQ,,2023-09-07,2026-03-31,0.08,28.048,37.91,3.004,,-12.866,-13.004,,-13.174,0.0,0.186,-15.335,50.706,25.595,7.686,22.988,25.174,188.954,3.52,665.118,1.4909,1.12,0.5526
MATV,Mativ Holdings Inc,Materials,151010,NYSE,GA,1995-11-09,2025-12-31,5.0,1987.0,1483.1,315.5,23.6,188.4,47.4,71.1,-337.4,22.7,40.0,133.8,2051.6,1552.9,1083.9,89.8,498.7,54.681,12.15,664.374,0.1719,0.746,1.6626
TROX,Tronox Holdings Plc,Materials,151010,NYSE,CT,2005-11-22,2025-12-31,5.75,2898.0,2337.0,259.0,15.0,302.0,-21.0,206.0,-470.0,55.0,341.0,60.0,6217.0,4768.0,3442.0,211.0,1418.0,158.558,4.17,661.187,-0.5557,0.867,2.0072
ASST,Strive Inc,Health Care,351010,NASDAQ,TX,2023-02-03,2025-12-31,0.028,5.734,49.27,,,-43.536,-43.756,0.0,-420.588,0.0,0.012,-43.185,745.527,14.289,4.15,67.499,582.436,894.266,0.738,659.968,0.5046,5.233,1.7012
CGNT,Cognyte Software Ltd,Information Technology,451030,NASDAQ,,,2026-01-31,1.71,400.041,101.793,271.671,122.336,26.577,14.662,0.194,-0.638,0.0,10.396,40.331,521.066,292.203,43.039,116.878,206.544,73.078,9.03,659.894,0.0867,0.459,0.9091
ADAM,Adamas Trust Inc,Financials,402040,NASDAQ,NY,2004-06-24,2025-12-31,0.221,862.172,600.151,,0.0,,262.021,72.655,149.048,77.711,0.0,134.04,12638.847,11208.41,11008.336,342.378,886.45,90.304,7.3,659.219,0.3641,0.324,0.8162
SES,Ses Ai Corp,Industrials,201040,NYSE,MA,2021-01-07,2025-12-31,0.215,21.0,9.647,83.672,67.045,-72.319,-82.614,,-73.04,0.0,2.858,-58.362,272.646,57.891,8.941,199.632,214.755,365.432,1.8,657.778,-0.1781,1.35,1.7905
ORGO,Organogenesis Holdings Inc,Health Care,352010,NASDAQ,MA,,2025-12-31,0.854,564.169,113.745,370.262,44.542,80.162,61.566,,37.032,0.0,14.151,-10.309,598.73,164.812,82.137,94.331,300.129,126.952,5.18,657.611,0.6187,1.387,1.9599
GAU,Galiano Gold Inc,Materials,151040,NYSE American,BC,,2025-12-31,0.594,447.767,199.669,29.351,,218.747,152.978,6.717,-29.29,0.0,114.923,157.994,599.051,377.393,37.075,112.853,218.856,259.79,2.53,657.269,1.0569,0.738,0.544
LYEL,Lyell Immunopharma Inc,Health Care,352010,NASDAQ,CA,2021-06-17,2025-12-31,0.161,0.036,193.41,,225.007,-193.374,-203.774,0.0,-274.448,0.0,0.78,-150.024,340.052,91.85,50.994,247.22,248.202,21.251,30.78,654.106,1.4047,1.113,1.2455
PLAY,Dave & Buster'S Entmt Inc,Consumer Discretionary,253010,NASDAQ,TX,1995-06-06,2026-01-31,23.61,2102.8,836.1,863.7,0.0,403.0,123.6,158.9,-48.7,0.0,391.4,290.8,4116.6,4025.4,3568.6,16.6,91.2,34.75,18.77,652.257,-0.4447,0.701,1.0513
SMWB,Similarweb Ltd,Information Technology,451030,NYSE,,2021-05-12,2025-12-31,1.0,282.6,48.741,240.491,72.602,-6.632,-15.621,,-32.936,0.0,1.653,14.644,261.145,237.819,43.296,78.781,23.326,86.962,7.49,651.345,-0.4714,0.611,1.5313
TCMD,Tactile Systems Technology,Health Care,351010,NASDAQ,MN,2016-07-28,2025-12-31,1.086,329.522,75.177,217.932,8.481,36.413,29.77,1.038,19.086,0.0,2.38,42.811,273.942,55.04,15.958,83.446,218.902,22.439,29.0,650.731,0.6929,0.678,0.5506
VTEX,Vtex,Information Technology,451020,NYSE,,2021-07-21,2025-12-31,1.139,240.517,50.917,167.728,63.891,21.872,18.608,0.0,20.01,0.0,1.039,33.367,346.632,113.073,2.884,192.101,233.496,172.994,3.76,650.457,-0.3616,0.555,1.243
EGBN,Eagle Bancorp Inc/Md,Financials,401010,NASDAQ,MD,1998-07-31,2025-12-31,0.475,633.79,629.319,99.886,,-95.415,-98.362,,-138.052,15.314,7.733,28.495,10497.203,9365.92,111.684,695.693,1131.283,30.36,21.42,650.311,-0.1557,0.471,0.8493
CTKB,Cytek Biosciences Inc,Health Care,352030,NASDAQ,CA,2021-07-23,2025-12-31,0.702,201.493,89.454,144.133,36.468,-32.094,-39.673,1.474,-66.539,0.0,4.084,-4.686,461.542,119.803,23.743,261.529,341.739,128.55,5.05,649.178,-0.2219,0.706,1.0849
NX,Quanex Building Products,Industrials,201020,NYSE,TX,,2025-10-31,7.071,1837.641,1336.981,257.77,,242.89,139.446,55.812,-250.806,14.889,62.642,164.897,1968.233,1242.054,853.734,78.118,726.179,45.675,14.21,649.042,-0.3537,0.541,1.2581
KRNT,Kornit Digital Ltd,Industrials,201060,NASDAQ,,2015-04-02,2025-12-31,0.633,208.2,103.279,125.361,37.731,-20.44,-32.337,0.864,-13.518,0.0,21.274,24.629,770.51,57.937,18.613,457.848,712.573,45.064,14.38,648.02,-0.5354,0.567,1.573
DC,Dakota Gold Corp,Materials,151040,NYSE American,SD,2022-04-05,2025-12-31,0.041,0.0,0.0,30.556,0.0,-30.556,-30.755,0.0,-29.539,0.0,0.382,-25.445,115.858,3.338,0.206,29.687,112.52,114.069,5.68,647.912,1.5818,0.6,0.3551
IMSR,Terrestrial Energy Inc,Industrials,201030,NASDAQ,NC,2024-08-16,2025-12-31,0.074,0.0,0.0,24.159,9.768,-24.159,-25.197,4.339,-28.017,0.0,1.055,-16.473,302.98,7.574,2.073,297.79,295.406,105.782,6.11,646.328,-0.3902,0.691,0.3451
IHRT,Iheartmedia Inc,Communication Services,502010,NASDAQ,TX,,2025-12-31,9.55,3864.991,1613.426,1687.616,,563.949,203.902,402.535,-472.866,0.0,81.672,92.583,5126.003,6953.014,5788.251,270.921,-1831.64,155.203,4.16,645.644,1.101,0.901,1.1557
EBS,Emergent Biosolutions Inc,Health Care,352010,NYSE,MD,2006-11-15,2025-12-31,0.9,742.9,291.1,249.8,53.2,202.0,106.2,59.3,52.6,0.0,13.8,170.6,1318.6,796.0,583.7,209.1,522.6,52.2,12.36,645.192,0.2929,0.935,1.5476
GYRE,Gyre Therapeutics Inc,Health Care,352010,NASDAQ,CA,,2025-12-31,0.625,116.588,2.896,99.681,13.698,14.011,11.491,,5.027,0.0,1.19,1.01,166.132,23.85,0.939,52.425,106.031,91.314,7.06,644.677,-0.4165,0.859,1.2341
RSVR,Reservoir Media Inc,Communication Services,502020,NASDAQ,NY,,2026-03-31,0.1,175.664,61.991,44.331,,69.342,38.559,26.803,8.303,0.0,0.482,50.14,949.677,571.113,464.383,31.301,377.719,65.603,9.79,642.253,-0.1635,0.3,0.6169
DJCO,Daily Journal Corp,Information Technology,451030,NASDAQ,CA,,2025-09-30,0.424,87.7,59.647,18.268,,9.785,9.528,1.381,112.137,0.0,0.008,13.333,548.118,157.057,22.993,515.833,391.061,1.377,465.14,640.498,-0.142,0.487,1.0103
DCBO,Docebo Inc,Information Technology,451030,NASDAQ,ON,2019-10-08,2025-12-31,0.966,242.687,47.557,157.237,50.12,37.893,34.707,0.146,37.512,0.0,0.981,28.173,206.647,132.556,2.56,74.037,74.091,28.747,22.2,638.183,-0.5041,0.414,1.0467
CABO,Cable One Inc,Communication Services,502010,NYSE,AZ,,2025-12-31,2.592,1501.423,392.102,350.195,,759.126,420.577,129.967,-356.459,17.232,285.251,563.326,5588.353,4154.715,3200.42,152.769,1433.638,5.635,112.85,635.91,-0.6852,0.748,0.687
SHEN,Shenandoah Telecommun Co,Communication Services,501010,NASDAQ,VA,,2025-12-31,1.041,357.854,130.118,118.187,,109.549,-14.664,36.055,-39.392,6.038,358.919,100.998,1910.762,941.473,641.688,48.204,880.783,54.899,11.56,634.632,-0.074,0.414,0.514
ICHR,Ichor Holdings Ltd,Information Technology,453010,NASDAQ,CA,2016-12-09,2025-12-31,2.448,947.652,812.335,108.6,23.086,26.717,-4.494,6.62,-52.781,0.0,36.169,29.886,942.879,278.993,160.191,98.29,663.886,34.434,18.43,634.619,-0.428,0.902,2.6927
CRSR,Corsair Gaming Inc,Information Technology,452020,NASDAQ,CA,2020-09-23,2025-12-31,2.355,1472.48,1025.486,384.048,69.147,62.946,8.756,9.35,-16.159,0.0,15.374,50.121,1253.784,608.03,190.527,98.583,633.557,106.639,5.94,633.436,-0.1014,0.657,2.2653
IDR,Idaho Strtegic Resources Inc,Materials,151040,NYSE American,ID,,2025-12-31,0.062,42.406,13.843,10.261,,18.302,15.944,0.201,16.716,0.0,12.11,19.102,116.239,5.397,2.331,45.657,108.17,15.705,40.3,632.911,2.9549,0.796,0.5534
REPL,Replimune Group Inc,Health Care,352010,NASDAQ,MA,2018-07-20,2026-03-31,0.465,0.0,0.0,314.159,221.184,-314.159,-319.919,8.859,-313.94,0.0,4.223,-280.344,332.388,166.228,111.586,268.889,166.16,82.717,7.65,632.785,-0.1974,1.882,0.8398
SPFI,South Plains Financial Inc,Financials,401010,NASDAQ,TX,2019-05-09,2025-12-31,0.603,296.887,90.194,92.998,,113.695,107.881,,58.471,10.101,5.661,77.49,4480.5,3986.663,68.426,552.439,493.837,16.294,38.8,632.207,0.1358,0.28,0.6799
SMBK,Smartfinancial Inc,Financials,401010,NYSE,TN,,2025-12-31,0.589,316.369,127.618,91.983,,96.768,87.028,,50.347,5.439,2.389,61.724,5860.81,5308.318,113.427,464.417,552.379,17.029,36.99,629.903,0.2055,0.283,0.775
WRLD,World Acceptance Corp/De,Financials,402020,NASDAQ,SC,1991-11-26,2026-03-31,2.907,585.167,481.494,,,103.673,94.686,45.739,34.586,0.0,3.882,259.359,1054.121,703.116,661.194,29.374,351.005,4.657,135.04,628.881,0.2486,0.48,1.3024
GOGO,Gogo Inc,Communication Services,501020,NASDAQ,CO,2013-06-21,2025-12-31,0.68,910.491,504.663,214.276,56.143,191.552,131.273,73.863,12.923,0.0,59.377,124.49,1303.772,1202.643,905.805,125.294,101.129,134.511,4.66,626.821,-0.424,0.819,1.5096
SFIX,Stitch Fix Inc,Consumer Discretionary,255040,NASDAQ,CA,2017-11-17,2025-07-31,4.165,1267.171,704.232,570.756,,-7.817,-35.677,0.0,-28.739,0.0,16.293,25.178,480.622,277.644,93.511,234.853,202.978,132.477,4.73,626.616,0.2181,0.65,1.8999
PRME,Prime Medicine Inc,Health Care,352010,NASDAQ,MA,2022-10-20,2025-12-31,0.146,4.632,205.661,,160.636,-201.029,-208.35,0.0,-201.142,0.0,4.531,-162.564,342.733,221.865,116.427,177.68,120.868,180.514,3.47,626.384,0.1883,1.134,1.9079
CGEM,Cullinan Therapeutics Inc,Health Care,352010,NASDAQ,MA,2021-01-08,2025-12-31,0.109,0.0,0.0,221.337,187.402,-221.337,-221.648,0.0,-219.879,0.0,0.049,-175.75,448.374,39.644,2.683,377.896,408.73,60.244,10.35,623.525,-0.1503,0.747,0.9041
HIFS,Hingham Instn For Savings,Financials,401010,NASDAQ,MA,,2025-12-31,0.097,236.781,134.002,19.536,,83.243,82.491,,54.551,7.025,0.266,35.792,4542.654,4062.946,1465.015,369.608,479.708,2.182,283.96,619.601,0.1282,0.432,1.0246
SMBC,Southern Missouri Bancp Inc,Financials,401010,NASDAQ,MO,,2025-06-30,0.739,305.351,129.272,70.645,,105.434,95.412,,58.578,10.378,6.263,81.557,5019.607,4474.915,149.251,193.105,544.692,11.299,54.78,618.959,0.0484,0.282,0.8062
FCBC,First Cmnty Bancshares Inc,Financials,401010,NASDAQ,VA,1992-12-31,2025-12-31,0.65,185.422,17.994,68.261,,99.167,93.511,,48.794,78.915,2.742,62.745,3259.643,2759.096,1.805,512.24,500.547,18.335,33.73,618.44,-0.1208,0.276,0.6088
CWH,Camping World Holdings Inc,Consumer Discretionary,255040,NYSE,IL,2016-10-07,2025-12-31,11.427,6369.149,4491.997,1603.222,,273.93,178.595,198.622,-89.799,31.434,252.284,-131.985,5044.334,4672.535,4078.938,215.043,228.586,63.437,9.73,617.242,-0.5224,0.648,1.6106
FISI,Financial Institutions Inc,Financials,401010,NASDAQ,NY,1999-06-25,2025-12-31,0.631,377.944,144.629,88.303,,145.012,137.13,,74.867,24.935,5.548,18.802,6274.14,5645.286,334.228,108.751,611.569,19.797,31.17,617.072,0.1951,0.298,0.869
GRNT,Granite Ridge Resources Inc,Energy,101020,NYSE,TX,2020-09-16,2025-12-31,0.006,450.306,157.111,27.751,,265.444,49.743,25.5,24.353,57.686,419.259,296.414,1168.071,562.311,385.332,25.806,605.76,131.255,4.7,616.898,-0.2129,0.405,1.0856
ACIC,American Coastal Insura Corp,Financials,403010,NASDAQ,FL,,2025-12-31,0.068,335.439,143.884,38.697,,152.858,146.623,10.815,106.837,36.574,0.155,71.025,1072.732,755.167,152.488,362.535,317.565,48.765,12.63,615.902,-0.0248,0.324,0.4005
MAMA,Mama'S Creations Inc,Consumer Staples,302020,NASDAQ,NJ,,2026-01-31,0.582,171.714,123.779,34.62,0.288,13.315,8.426,0.472,5.286,0.0,1.654,11.421,85.698,33.078,14.465,19.951,52.62,40.657,15.1,613.921,0.6947,0.541,0.5215
ECX,Ecarx Holdings Inc,Consumer Discretionary,251010,NASDAQ,,2021-02-05,2025-12-31,1.432,847.858,681.566,202.337,123.337,-36.045,-55.916,23.772,-66.043,0.0,12.168,-94.391,662.409,945.884,455.338,124.414,-282.664,356.467,1.72,613.123,-0.1848,1.1,0.737
BTBT,Bit Digital Inc,Information Technology,451030,NASDAQ,NY,2018-03-20,2025-12-31,0.104,112.064,52.388,80.964,,-21.288,-58.105,3.093,-80.317,0.0,285.928,-288.924,1174.418,309.157,134.167,122.213,714.944,324.192,1.89,612.723,-0.3549,0.918,1.8331
SNDA,Sonida Senior Living Inc,Health Care,351020,NYSE,TX,1997-10-31,2025-12-31,5.14,381.141,294.538,39.851,,46.752,-10.016,38.635,-70.779,0.0,33.284,24.364,844.845,788.59,689.741,30.272,-0.011,18.77,32.61,612.09,0.4129,0.374,1.0776
SXC,Suncoke Energy Inc,Materials,151040,NYSE,IL,,2025-12-31,2.477,1837.3,1553.0,71.4,,212.9,59.3,32.9,-44.2,41.6,66.8,109.1,1789.9,1163.8,703.6,88.7,597.3,84.666,7.2,609.595,-0.2852,0.371,0.739
LXU,Lsb Industries Inc,Materials,151010,NYSE,OK,1969-01-02,2025-12-31,0.513,615.208,428.976,41.507,,144.725,62.795,30.657,24.613,0.0,77.461,95.522,1173.539,653.566,497.385,148.471,519.973,71.663,8.5,609.136,0.1199,0.533,1.1666
AMN,Amn Healthcare Services Inc,Health Care,351020,NYSE,TX,2001-11-13,2025-12-31,2.664,2730.429,1947.64,584.122,,198.667,42.067,,-95.702,0.0,35.629,269.457,2094.107,1452.001,803.202,55.6,642.106,38.441,15.76,605.83,-0.3411,0.493,0.8765
BCAL,California Bancrp,Financials,401010,NASDAQ,CA,,2025-12-31,0.288,237.065,48.065,70.889,,118.111,112.496,,63.058,0.0,0.346,57.29,4033.386,3456.8,52.768,399.913,576.586,32.418,18.67,605.244,0.1347,0.281,0.796
TALK,Talkspace Inc,Health Care,351020,NASDAQ,NY,,2025-12-31,0.598,228.871,130.797,92.322,9.544,5.752,3.152,,7.793,0.0,10.641,8.534,134.863,17.848,0.0,92.586,117.015,166.718,3.63,605.186,0.1748,0.535,1.038
OFIX,Orthofix Medical Inc,Health Care,351010,NASDAQ,TX,,2025-12-31,1.605,822.312,175.865,607.234,65.847,39.213,-38.108,18.388,-92.192,0.0,34.626,33.347,850.647,400.61,203.848,85.115,450.037,39.834,15.16,603.883,-0.1317,0.376,0.8865
IVR,Invesco Mortgage Capital Inc,Financials,402040,NYSE,GA,2009-06-26,2025-12-31,0.0,295.287,18.561,,0.0,276.726,276.726,219.865,101.279,94.931,0.0,157.085,6475.894,5678.35,5619.255,166.431,631.788,71.791,8.41,603.762,0.252,0.262,0.7094
MBUU,Malibu Boats Inc,Consumer Discretionary,252020,NASDAQ,TN,2014-01-31,2025-06-30,2.2,807.561,631.676,112.031,,63.854,25.261,1.883,14.879,0.0,27.917,56.506,734.578,214.745,25.323,37.002,515.461,19.226,31.34,602.543,-0.2495,0.515,1.3042
VSTM,Verastem Inc,Health Care,352010,NASDAQ,MA,2012-01-27,2025-12-31,0.104,30.914,4.57,195.745,114.599,-169.401,-170.129,1.138,-209.471,0.0,0.0,-137.509,246.442,189.245,87.169,205.231,57.197,77.74,7.72,600.153,0.4932,0.894,1.2638
NWPX,Nwpx Infrastructure Inc,Industrials,201030,NASDAQ,WA,1995-11-30,2025-12-31,1.318,526.003,402.928,52.767,,70.308,50.87,3.309,35.411,0.0,20.177,67.283,579.63,184.847,109.924,2.273,394.783,9.588,62.49,599.154,0.2949,0.357,0.8994
ASPI,Asp Isotopes Inc,Materials,151010,NASDAQ,TX,2022-11-10,2025-12-31,0.271,23.849,18.532,60.596,15.075,-55.279,-57.191,0.575,-175.092,0.0,9.654,-37.78,498.02,235.122,215.96,333.308,204.151,111.678,5.35,597.477,0.181,1.104,1.9375
VSTS,Vestis Corp,Industrials,202010,NYSE,GA,,2025-09-30,18.15,2734.839,2021.199,478.73,,234.91,103.01,105.264,-40.223,9.221,58.46,64.229,2906.9,2041.256,1418.669,29.748,865.644,131.859,4.53,597.321,-0.5612,0.67,1.3474
CTO,Cto Realty Growth Inc,Real Estate,601010,NYSE,FL,,2025-12-31,0.042,149.545,98.006,18.527,0.0,,33.012,27.228,10.092,49.783,0.0,64.6,1263.902,696.556,616.574,41.119,567.299,32.372,18.41,595.969,0.017,0.224,0.4601
WEAV,Weave Communicati Inc,Information Technology,451030,NYSE,UT,2021-11-11,2025-12-31,0.904,239.024,55.191,200.291,44.462,-16.458,-28.914,1.7,-28.052,0.0,4.68,17.54,207.968,125.584,52.152,81.72,82.384,78.353,7.59,594.699,-0.5232,0.536,1.649
HPK,Highpeak Energy Inc,Energy,101020,NASDAQ,TX,,2025-12-31,0.05,863.359,245.736,37.634,,579.989,152.817,147.136,18.963,22.248,522.157,511.597,3213.714,1619.145,1193.794,162.075,1594.569,125.33,4.74,594.064,-0.6716,0.685,1.5979
ARQQ,Arqit Quantum Inc,Information Technology,451030,NASDAQ,,,2025-09-30,0.091,0.53,34.941,,,-34.411,-35.171,0.048,-35.343,0.0,0.033,-29.553,42.851,15.615,0.719,36.978,27.236,15.292,38.75,592.565,-0.4367,1.388,2.2251
CEVA,Ceva Inc,Information Technology,453010,NASDAQ,MD,2000-05-19,2025-12-31,0.424,109.598,10.487,105.611,74.833,-6.5,-10.769,0.0,-10.638,0.0,2.921,-3.356,388.256,51.798,16.131,221.983,336.458,27.511,21.52,592.037,-0.3179,0.65,2.1806
SHBI,Shore Bancshares Inc,Financials,401010,NASDAQ,MD,,2025-12-31,0.608,342.716,126.026,84.617,,132.073,116.742,,59.506,16.094,3.168,62.391,6258.818,5668.945,100.088,355.566,589.873,33.414,17.68,590.76,0.15,0.293,0.8809
NRIM,Northrim Bancorp Inc,Financials,401010,NASDAQ,AK,,2025-12-31,0.516,255.581,46.679,86.159,,122.743,119.209,,64.608,14.344,5.469,139.337,3290.273,2963.729,87.67,145.906,326.544,22.112,26.61,588.4,0.4048,0.326,0.7321
HPP,Hudson Pacific Pptys Inc,Real Estate,601040,NYSE,CA,2010-06-24,2025-12-31,0.607,846.881,958.46,59.263,,,-170.842,211.507,-552.057,0.084,22.071,120.977,7267.968,4063.003,3761.48,162.128,2547.157,54.227,10.83,587.278,-0.4894,0.603,1.3675
TATT,Tat Technologies Ltd,Industrials,201010,NASDAQ,NC,1987-03-31,2025-12-31,0.659,178.015,128.816,25.69,1.384,23.509,18.408,1.01,16.822,0.0,10.954,14.974,226.729,50.338,17.634,51.259,176.391,12.983,44.66,579.821,0.7391,0.607,0.8631
CPS,Cooper-Standard Holdings Inc,Consumer Discretionary,251010,NYSE,MI,,2025-12-31,18.0,2740.915,2321.72,214.366,80.642,204.829,106.854,114.676,-4.165,0.0,48.192,64.442,1833.174,1924.751,1192.822,198.28,-83.488,17.637,32.83,579.023,1.4211,0.788,1.3807
NPB,Northpointe Bancshares Inc,Financials,401010,NYSE,MI,2025-02-14,2025-12-31,0.491,469.136,231.563,93.62,,143.953,140.881,,83.409,3.219,2.765,44.291,7022.825,6453.783,1537.415,496.459,569.042,34.494,16.78,578.809,0.1633,0.329,0.7157
SLS,Sellas Life Sciences Group I,Health Care,352010,NASDAQ,NY,,2025-12-31,0.013,0.0,0.0,28.274,16.022,-28.274,-28.274,0.0,-26.863,0.0,0.0,-28.389,78.345,7.474,1.001,71.893,70.871,153.103,3.77,577.198,2.625,0.92,0.5388
CRVS,Corvus Pharmaceuticals Inc,Health Care,352010,NASDAQ,CA,2016-03-23,2025-12-31,0.037,0.0,0.0,42.866,33.719,-42.866,-42.971,0.0,-15.283,0.0,0.174,-32.797,71.119,9.914,0.937,56.75,61.205,74.697,7.7,575.167,0.4393,0.731,0.9424
MYGN,Myriad Genetics Inc,Health Care,352010,NASDAQ,UT,1995-10-05,2025-12-31,2.7,824.5,227.7,597.5,106.8,-0.7,-50.7,10.5,-365.9,0.0,15.6,1.8,706.6,338.6,209.8,151.3,368.0,93.5,6.15,575.025,-0.5514,0.884,1.1833
REPX,Riley Expl Permian Inc,Energy,101020,NYSE American,OK,,2025-12-31,0.122,391.98,117.772,40.648,,233.56,140.062,34.053,160.84,33.642,131.325,212.539,1169.578,535.336,251.252,17.889,634.242,21.719,26.4,573.382,-0.1266,0.469,1.3809
IBTA,Ibotta Inc,Communication Services,502010,NYSE,CO,2024-04-18,2025-12-31,0.8,342.389,66.649,265.765,61.082,9.975,1.655,,3.575,0.0,20.293,95.274,525.911,238.26,25.769,186.612,287.651,25.178,22.73,572.296,-0.6507,0.788,1.0962
